YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ADMINISTRATOR_FTE,ADMINISTRATOR_SALARY_AVERAGE,TEACHER_FTE,TEACHER_SALARY_AVG,TEACHER_SALARY_AVG_REG_TERM,TEACHER_AVERAGE_YEARS_EXP,TEACHER_MAST_DEGREE_PERCENT
2014,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,89078,60.60,42472,40166,10.8,45.6
2015,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,89078,59.65,42630,40177,11.1,42.1
2016,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,92482,60.66,44862,42308,11.3,36.9
2017,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,90015,60.51,45513,42973,11.6,40.9
2018,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,92721,59.63,46335,43958,12,40.8
2019,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,87250,61.13,48159,45629,12,46.3
2012,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,84667,44.48,42612,40911,11.7,41.8
2013,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,85469,45.51,42722,40919,12,42.9
2014,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,83680,45.21,42630,40623,12.3,39.5
2015,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,83680,46.93,42244,40134,12.6,41.3
2016,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,86759,46.43,43610,41613,12.2,33
2017,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,88280,47.92,44485,42432,12.7,38.1
2018,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,90125,48.30,45043,42833,11.9,34.5
2019,112102,MARSHFIELD R-I,2050,MARSHFIELD JR. HIGH,2.00,91588,48.00,46829,44884,12,38.4
2012,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.20,71403,36.30,43990,43990,15.2,68.5
2013,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.50,68173,40.63,43392,43392,14.6,63.7
2014,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.50,68173,38.62,43133,43133,14.8,63.7
2015,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.00,72572,38.62,42516,42516,14.7,63.7
2016,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.50,75813,39.42,42978,42970,14.4,57.4
2017,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.00,84897,39.37,43059,43050,14.3,56.4
2018,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,1.00,87275,39.50,44373,44364,14.6,50.8
2019,112102,MARSHFIELD R-I,4020,EDWIN P. HUBBLE ELEM.,2.00,73920,42.97,45285,45285,13.4,50.2
2012,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,1.10,67537,32.52,41552,41498,13.1,51.4
2013,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,1.50,65174,30.91,41000,40688,12,51.1
2014,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,1.50,65174,29.07,40059,39819,11.7,47.2
2015,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,1.00,68072,31.43,39542,39332,12.2,40
2016,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,1.50,67333,33.10,40362,40150,11.8,32.6
2017,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,2.00,66855,33.83,41238,41083,12.5,33.3
2018,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,2.00,69258,33.10,43000,42921,13.7,36.9
2019,112102,MARSHFIELD R-I,4040,DANIEL WEBSTER ELEM.,2.00,72883,33.96,45491,45393,14.5,41.5
2012,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,1.10,78585,31.27,43688,43413,15.2,47.2
2013,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,69846,31.52,41763,41553,13,34.1
2014,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,69846,32.48,40645,40222,12.1,29.9
2015,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,69846,28.34,39405,38938,10.4,31.2
2016,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,73292,30.34,40195,39742,10.9,29.2
2017,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,70342,32.95,40188,39854,10.3,26.4
2018,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,72145,32.19,41020,40656,10.2,24
2019,112102,MARSHFIELD R-I,4060,SHOOK ELEM.,2.00,75770,32.21,43006,42535,9.6,32.9
2012,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.50,70264,0.00,0,0,0,0
2013,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.50,70454,0.00,0,0,0,0
2014,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.50,73946,0.00,0,0,0,0
2015,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.50,74136,0.00,0,0,0,0
2016,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.50,74136,0.00,0,0,0,0
2017,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.00,80451,0.00,0,0,0,0
2018,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,2.00,81658,0.00,0,0,0,0
2019,112103,SEYMOUR R-II,1000,CENTRAL OFFICE,3.00,72429,0.00,0,0,0,0
2012,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,67000,22.54,43949,42463,14.8,58.4
2013,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,67000,22.54,44539,42942,15.7,56.2
2014,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,69365,20.88,43050,41526,13.5,53
2015,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,69365,21.38,43313,40516,12.4,44.5
2016,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,69365,20.72,41007,39476,11.6,50.1
2017,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,71813,18.78,43854,42050,12,47.3
2018,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,72890,18.42,43034,40994,10.7,42.8
2019,112103,SEYMOUR R-II,1050,SEYMOUR HIGH,1.00,70000,17.56,43831,42145,11.5,40.8
2012,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,80060,14.01,41124,39245,12.2,59.6
2013,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,80060,14.01,41724,39663,12.7,48.9
2014,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,82886,13.74,41069,39865,12.6,54.7
2015,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,82886,13.06,41235,40176,12.4,54.2
2016,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,82886,13.82,40780,39611,12.7,59.5
2017,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,85812,12.72,41047,39490,12.1,48.1
2018,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,87099,12.22,41663,39820,12.3,50.1
2019,112103,SEYMOUR R-II,3000,SEYMOUR MIDDLE,1.00,88840,12.58,40085,38359,11,39.6
2012,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,67000,31.70,39116,38777,12.3,59.1
2013,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,67000,32.20,37862,37495,10.3,50.4
2014,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,69365,32.86,38720,38312,11.3,51.4
2015,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,69365,33.06,39595,39439,12.9,60.2
2016,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,65000,32.96,38897,38586,12.8,57.3
2017,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,113855,33.36,40556,40273,13.3,54
2018,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,114845,33.86,40419,40150,13.8,51.7
2019,112103,SEYMOUR R-II,4020,SEYMOUR ELEM.,1.00,65500,36.86,38954,38356,11.3,45.7
2012,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.01,79793,0.00,0,0,0,0
2013,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,80000,0.00,0,0,0,0
2014,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,82500,0.00,0,0,0,0
2015,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,84976,0.00,0,0,0,0
2016,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,88374,0.00,0,0,0,0
2017,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,90141,0.00,0,0,0,0
2018,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,92236,0.00,0,0,0,0
2019,113001,WORTH CO. R-III,1000,CENTRAL OFFICE,1.00,94274,0.00,0,0,0,0
2012,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.30,63735,14.44,36703,34531,13.8,48
2013,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,59500,14.25,36713,34732,12.7,43.7
2014,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,61285,15.50,35820,33702,13.9,41
2015,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,61699,16.01,38247,35797,11.6,42.7
2016,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,68751,15.69,39577,36938,10.8,38.1
2017,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,70126,16.57,39633,37223,11.8,36.2
2018,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,71643,16.71,41096,38298,13,36.7
2019,113001,WORTH CO. R-III,1050,WORTH CO. HIGH,1.00,72034,16.38,42669,39767,13.7,38.3
2012,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,0.99,59085,18.24,35084,34805,16.1,62
2013,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,1.00,59500,16.10,36799,36308,17.6,70.1
2014,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,1.00,61285,15.00,38513,37975,19.3,68.6
2015,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,1.00,61699,15.17,39195,38512,19.2,69.7
2016,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,1.00,59581,15.04,40709,40197,19,63.8
2017,113001,WORTH CO. R-III,4020,WORTH CO. ELEM.,1.00,60773,12.16,42410,41769,21.1,70.5
2018,113001,WORTH CO. R-III,4020,WORTH CO. ELEMENTARY,1.00,64422,12.09,39336,38652,18.3,51.7
2019,113001,WORTH CO. R-III,4020,WORTH CO. ELEMENTARY,1.00,65846,12.23,37514,37056,14.1,39.4
2012,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,85000,0.00,0,0,0,0
2013,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,85000,0.00,0,0,0,0
2014,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,85000,0.00,0,0,0,0
2015,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,87550,0.00,0,0,0,0
2016,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,92000,0.00,0,0,0,0
2017,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,96600,0.00,0,0,0,0
2018,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,99500,0.00,0,0,0,0
2019,114112,NORWOOD R-I,1000,CENTRAL OFFICE,1.00,101000,0.00,0,0,0,0
2012,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.50,62333,21.22,35843,33393,8.8,57.6
2013,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.50,58833,18.38,35755,33558,8.6,57.6
2014,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.50,58833,18.53,35628,33477,8.7,59.1
2015,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.50,61033,18.53,36139,33672,8,48.2
2016,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.00,68000,19.25,36722,34151,8.6,46.4
2017,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.00,76400,19.31,38878,35944,10.2,45.8
2018,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.00,78500,18.73,39785,36882,10.2,41.2
2019,114112,NORWOOD R-I,1050,NORWOOD HIGH,1.00,68500,18.46,41588,38421,12.7,51.9
2012,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,61000,23.02,34545,33512,11.3,45.6
2013,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,59000,22.58,33865,33112,11,36.4
2014,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,60000,22.75,33579,32964,10.4,49.8
2015,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,62600,20.75,34585,33920,11.3,45.1
2016,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,62600,19.45,34913,34354,12.6,50.2
2017,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,71300,16.53,37351,36357,14.2,54.4
2018,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,73300,15.83,39018,38195,15.9,62.2
2019,114112,NORWOOD R-I,4020,NORWOOD ELEM.,1.00,74300,16.10,40222,39223,16.6,62
2012,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.50,92863,0.00,0,0,0,0
2013,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.50,93098,0.00,0,0,0,0
2014,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.20,95833,0.00,0,0,0,0
2015,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.20,86917,0.00,0,0,0,0
2016,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.60,72963,0.00,0,0,0,0
2017,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.60,74723,0.00,0,0,0,0
2018,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.60,76733,0.00,0,0,0,0
2019,114113,HARTVILLE R-II,1000,CENTRAL OFFICE,1.60,79868,0.00,0,0,0,0
2012,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,60151,25.69,38844,37238,12.4,66.8
2013,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,60759,25.29,39285,37488,12.4,68.4
2014,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,62000,25.10,39545,38315,12.7,66.9
2015,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,63275,25.17,40748,39365,13.4,70.3
2016,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,64875,25.39,41930,40292,14,76.4
2017,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,66475,25.54,43141,41585,15.3,80.1
2018,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,68150,25.55,44248,42611,14.9,88.5
2019,114113,HARTVILLE R-II,1050,HARTVILLE HIGH,1.00,70250,25.55,44544,42929,13.9,82.8
2012,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.50,69728,10.05,37933,37752,13.7,75.1
2013,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.50,70430,10.31,38425,38242,14.5,77.4
2014,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.67,54500,10.03,39668,39511,15.1,78.1
2015,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.67,55500,10.01,40157,39793,15.3,88.3
2016,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.67,56900,10.04,40659,40288,15.6,76.8
2017,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.67,58300,8.91,42331,41963,16,97.8
2018,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.71,60251,8.87,43911,43539,17,100
2019,114113,HARTVILLE R-II,4020,GROVESPRING ELEM.,0.71,62000,8.87,45179,44806,17.9,98
2012,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,63849,22.76,38697,38441,16.4,78.1
2013,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,64494,21.90,39251,38987,17.7,78.7
2014,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,54500,21.70,40151,39622,18.2,79.3
2015,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,55500,21.55,40435,39378,16,75.2
2016,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,56900,21.70,41085,39949,15.9,73.9
2017,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,58300,21.68,42756,41690,17.7,87.5
2018,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,59750,21.67,44402,43319,18.6,95.1
2019,114113,HARTVILLE R-II,4040,HARTVILLE ELEM.,1.00,61500,22.67,45037,43974,15.2,76.1
2012,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,5.00,66707,0.00,0,0,0,0
2013,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,4.00,79083,0.00,0,0,0,0
2014,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,4.25,83558,0.00,0,0,0,0
2015,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,2.50,83125,0.00,0,0,0,0
2016,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,2.75,86919,0.00,0,0,0,0
2017,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,2.70,90432,0.00,0,0,0,0
2018,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,3.20,91879,0.00,0,0,0,0
2019,114114,MOUNTAIN GROVE R-III,1000,CENTRAL OFFICE,4.00,87514,0.00,0,0,0,0
2012,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,1.00,47225,43025,19,0
2013,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,1.00,48500,44300,20,0
2014,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,1.00,49575,45375,21,0
2015,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,2.00,39675,37575,11.5,0
2016,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,1.00,29300,29300,2,0
2017,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,1.00,46625,46625,24,100
2018,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,0.25,47900,47900,23,100
2019,114114,MOUNTAIN GROVE R-III,1015,OZARK REGIONAL JUVENILE DET CT,0.00,0,0.20,46610,43500,20,0
2012,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,1.50,81760,27.54,40993,38442,13.7,51.9
2013,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,82096,26.43,42687,39759,12.6,47.4
2014,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,83945,25.51,41222,38398,10.2,44.6
2015,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,85622,25.94,40385,37607,9.8,45.8
2016,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,86543,25.36,42411,39408,10.9,55.3
2017,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,87863,25.55,42523,40222,10.8,45.7
2018,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,83800,25.31,41794,39561,12.7,48.6
2019,114114,MOUNTAIN GROVE R-III,1050,MOUNTAIN GROVE HIGH,2.00,78465,25.68,42486,40054,11.7,49.4
2012,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,82129,11.25,39053,37768,11,42.2
2013,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,83119,11.00,40063,38516,9.6,54.5
2014,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,80438,10.50,40697,38850,10,57.1
2015,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,82046,10.50,41250,39773,14,57.1
2016,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,82871,11.26,41571,40078,13.7,50
2017,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,83614,11.26,41395,39956,13.4,41.1
2018,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,84604,11.25,40904,39492,10.6,33.3
2019,114114,MOUNTAIN GROVE R-III,1100,OZARK MOUNTAIN TECHNICAL CTR.,1.00,86254,10.63,43832,42818,11.2,34.1
2012,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,2.00,67153,28.76,40860,38511,14.2,63.1
2013,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,2.00,69699,27.47,39782,37764,12.3,47.8
2014,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,1.75,67135,28.69,39410,37785,11.8,41
2015,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,1.75,68709,30.03,39980,38294,12.1,45
2016,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,1.50,72369,30.43,40168,38868,12.3,48.9
2017,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,1.50,74243,30.95,40393,38877,11.6,46.7
2018,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,2.00,71241,30.95,41049,39334,12,43.5
2019,114114,MOUNTAIN GROVE R-III,3000,MOUNTAIN GROVE MIDDLE,2.00,69321,31.70,42154,40921,12.1,63.7
2012,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,70017,41.85,38524,38232,13.5,60.8
2013,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,72089,41.40,38261,38017,13,55.6
2014,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,74882,42.10,38457,38201,12.5,55.8
2015,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,76467,39.40,39442,39120,13.8,60.9
2016,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,78376,40.40,39731,39399,13.9,54.5
2017,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,80204,40.39,40700,40223,14.6,55.1
2018,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,82276,42.14,41135,40706,14.6,55.5
2019,114114,MOUNTAIN GROVE R-III,4020,MOUNTAIN GROVE ELEM.,2.00,84998,42.19,42326,41909,14.8,58.4
2012,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,68503,0.00,0,0,0,0
2013,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,1.50,72926,0.00,0,0,0,0
2014,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,62250,0.00,0,0,0,0
2015,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,64095,0.00,0,0,0,0
2016,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,68250,0.00,0,0,0,0
2017,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,73128,0.00,0,0,0,0
2018,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,76628,0.00,0,0,0,0
2019,114115,MANSFIELD R-IV,1000,CENTRAL OFFICE,2.00,107150,0.00,0,0,0,0
2012,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,0.50,58140,18.15,41964,39618,17.4,68.8
2013,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,61466,17.49,41436,39299,18.7,60.9
2014,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,65000,16.84,42639,40523,19,64.3
2015,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,66950,17.17,41806,39544,16.4,52.4
2016,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,68959,16.17,40828,37871,12.6,53.6
2017,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,71027,16.69,41024,38072,12.1,56.9
2018,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,75030,17.18,43847,41283,13.3,65.9
2019,114115,MANSFIELD R-IV,1050,MANSFIELD HIGH,1.00,78800,16.84,44357,41609,13.4,54.4
2012,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,54053,11.20,36757,34376,8.8,56.8
2013,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,56236,11.53,37333,35657,9.8,56.5
2014,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,60000,11.36,37718,36162,9.7,44.2
2015,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,61800,11.20,40361,38311,10.4,43.3
2016,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,63654,12.03,40262,38709,10.9,51.4
2017,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,65563,12.19,40625,39219,9.9,69.8
2018,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,68563,11.19,47625,43378,12.3,74.5
2019,114115,MANSFIELD R-IV,2050,MANSFIELD JR. HIGH,1.00,72150,11.53,49065,44492,12.4,65.1
2012,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,57503,27.62,37800,37202,15,74.4
2013,114115,MANSFIELD R-IV,4020,WILDER ELEM.,0.50,67172,29.12,38906,38347,15,72.9
2014,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,63500,28.88,39731,39258,15.5,74.7
2015,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,65405,28.71,41110,40547,16,68.1
2016,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,67367,28.88,41663,41004,15.6,67.7
2017,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,69388,27.71,42059,41274,16.3,66.4
2018,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,72390,27.97,43594,42606,16.3,62
2019,114115,MANSFIELD R-IV,4020,WILDER ELEM.,1.00,74575,27.97,44741,43777,16.7,62
2012,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,114116,MANES R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
